cid,oid,did,o_start_time,o_end_time,d_start_time,d_end_time,o_during,d_during,v_value,s_value,c_value,o_set_len,d_set_len
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,6,14,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,6,14,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,6,12,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,6,10,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,6,12,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,2,15,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,2,12,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,2,12,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,2,12,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,7,12,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,6,15,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,6,12,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,6,12,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,6,15,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,6,12,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,6,12,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,6,12,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,2,12,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,2,12,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,6,12,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,6,12,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,6,15,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,4,9,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
0,6,15,2018-01-01,2018-01-27,2018-01-01,2018-01-27,27,27,0.00106,10.35613,0.10477,4,5
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,14,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,14,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,14,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,14,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,14,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,14,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,14,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,14,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,14,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,15,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,14,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,5,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,5,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,14,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,14,2,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,2,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,2,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,15,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,7,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,3,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,14,17,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,3,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,3,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,3,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,3,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,3,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,3,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,14,50,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,3,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,3,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,14,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,14,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,3,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,2,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,2,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,3,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,3,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,3,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,3,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,14,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,15,2,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,14,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,7,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,14,6,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,12,2,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,3,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,3,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,3,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,4,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
1,9,3,2018-01-01,2018-12-30,2018-01-01,2018-12-30,364,364,0.00409,12.15184,0.22294,8,12
